FAQID,ClubFAQRef,ClubVersion,Question,Answer,Location,Key,Version
525,3307,0,كاربرد فرم توزيع گرم در سيستم سفارش گيري و پخش چيست؟,در شركت هاي پخش مويرگي كه در حوزه پخش گرم فعاليت ميكنند، موجودي گرم به وسيله حمل تحويل و در حكم انبار متحرك به مشتريان مراجعه  و اسناد فروش صادر ميشود اين عمليات در فرم توزيع گرم مديريت ميشود.,توزيع گرم جديد,Distribution/HotDistribution,0
526,3308,0,در فرم توزيع گرم حداقل و حداكثر ظرفيت وزني و حجمي چيست ؟,چنانچه در تعريف وسيله حمل حداقل و حداكثر وزني و حجمي وارد شده باشد با انتخاب وسيله حمل در فرم توزيع گرم اعداد از فرم وسيله حمل فراخواني ميشود و نشان داده ميشود و در صورت عدم رعايت اين شرايط سيستم هشدار لازم مبني بر اين مورد را به شما خواهد داد.,توزيع گرم جديد,Distribution/HotDistribution,0
527,3309,0,بعد از ثبت و ذخيره عمليات توزيع گرم چگونه ميتوان از عمليات انجام شده پرينت/گزارش چاپ تهيه نمود؟,در فرم ذخيره شده، از بالاي صفحه و از گزينه  چاپ  با توجه به نياز، يكي از گزارش هاي موجود را انتخاب كرده و گزارش چاپي تهيه نمائيد.   **نكته: گزارشات پيش فرض نرم افزار و گزارشات طراحي شده در اين قسمت قابل مشاهده خواهند بود.,توزيع گرم جديد,Distribution/HotDistribution,0
528,3310,0,از عمليات  توزيع گرم  به چند نوع ميتوان گزارش چاپي تهيه كرد؟,با دو فرمت :  1.اقلام آماده توزيع گرم افقي A4  2.مشتريان مسير,توزيع گرم جديد,Distribution/HotDistribution,0
529,3311,0,براي اقلام تحويلي به وسيله حمل در فرم توزيع گرم چه نوع خروج انباري صادر ميگردد ؟ تحويل گيرنده كيست ؟,خروج انبار از نوع ساير و تحويل گيرنده واسطه است.,توزيع گرم جديد,Distribution/HotDistribution,0
530,3312,0,علت عدم نمايش كالا در فرم توزيع گرم چيست؟,كالاهاي انتخابي بايد فعال، قابل فروش و متعلق به انبار ثبت شده باشند. در نتيجه يكي از شرايط بالا رعايت نشده است.,توزيع گرم جديد,Distribution/HotDistribution,0
531,3313,0,آيا خروج انبار صادر شده از توزيع گرم از فهرست خروج انبار ها قابل حذف است ؟,خير، بايد از توزيع گرم حذف شود.,توزيع گرم جديد,Distribution/HotDistribution,0
532,3314,0,در زمان حذف خروج انبار در فهرست خروج انبارها خطاي  خروج انبار در توزيع گرم استفاده شده است، امكان حذف آن وجود ندارد    علت چيست ؟,خروج انبار مربوط به توزيع گرم است و بايد از همان مسير حذف گردد.,توزيع گرم جديد,Distribution/HotDistribution,0
533,3315,0,اطلاعات وزن و حجم اقلام كالا در فرم توزيع گرم از كدام قسمت فراخواني ميشود ؟دليل عدم نمايش براي برخي كالاها چيست ؟,در صورت ورود اطلاعات وزن و حجم در تعريف كالا/خدمت ، بعد از انتخاب كالا در فرم توزيع گرم اطلاعات فراخواني و نمايش داده ميشود .,توزيع گرم جديد,Distribution/HotDistribution,0
534,3316,0,كاربرد انتخاب مسير در فرم توزيع گرم چيست؟,در صورت انتخاب مسير در فرم توزيع گرم ، تنها ميتوان اسناد فروشي را در توزيع گرم ثبت نمود كه مشتريان آنها در مسير مشخص شده حضور داشته باشند در غير اين صورت سيستم خطا داده و اجازه ثبت توزيع گرم را نميدهد.,توزيع گرم جديد,Distribution/HotDistribution,0
535,3317,0,نحوه انتخاب مسير در توزيع گرم چگونه است ؟,از منوي عمودي وارد سيستم سفارش گيري و پخش شده از قسمت فهرست توزيع گرم را انتخاب نماييد ، توزيع گرم مورد نظر را انتخاب سپس كليك راست كرده و ويرايش را انتخاب كنيد وارد سربرگ مسير شده از پايين صفحه با استفاده از علامت + زرد رنگ پايين صفحه مسير مورد نظر را از سلكتور انتخاب و فرم را ذخيره كنيد.,توزيع گرم جديد,Distribution/HotDistribution,0
536,3318,0,علت عدم نمايش فاكتور فروش در سربرگ اسناد فروش در فرم توزيع گرم چيست؟,1.تاريخ فاكتور فروش با تاريخ توزيع گرم يكسان نيست.  2.فاكتور داري خروج انبار باشد.,توزيع گرم جديد,Distribution/HotDistribution,0
537,3319,0,در زمان ذخيره فرم توزيع گرم خطاي :  آدرس مشتري فاكتور ... به تاريخ ... در مسيرهاي توزيع گرم نيست    علت چيست ؟,مشتري كه در فاكتور فروش انتخاب شده است در مسير مشخص شده در توزيع گرم وجود ندارد.,توزيع گرم جديد,Distribution/HotDistribution,0
538,3320,0,در زمان ذخيره فرم توزيع گرم خطاي :  كالاهاي فاكتور فروش ...تاريخ ... جزء كالاي موجود در تب اقلام تحويلي به وسيله حمل نيستند    علت چيست؟,در فرم توزيع گرم تنها امكان ثبت فاكتور فروش براي اقلام تحويلي وسيله حمل وجود دارد،كالاي انتخاب شده در فاكتور اشاره شده جز اقلام تحويلي به وسيله حمل نيست.,توزيع گرم جديد,Distribution/HotDistribution,0
539,3321,0,به چند روش ميتوان فاكتور فروش در فرم توزيع گرم را تسويه نمود ؟,به دو روش :  1.فاكتور فروش مورد نظر را انتخاب كنيد از پايين فرم ثبت رسيد دريافت را انتخاب كنيد ،فرم رسيد دريافت در اختيار كاربر قرار ميگيرد و ميتواند به صورت نقد ، چك ، حواله يا كارتخوان وجه مورد نظر را دريافت كند.  2.فاكتور فروش مورد نظر را انتخاب كنيد از پايين فرم ليست وصول را انتخاب نماييد ،در صفحه باز شده مبلغ تسويه شده نمايش داده ميشود در صورت نياز آن را ويرايش و فرم را ذخيره كنيد سپس از بالاي صفحه گزينه تسويه حساب را انتخاب كنيد، مبلغ نقد ، حواله يا اطلاعات چك دريافتي را وارد كنيد سپس بر روي گزينه صدور سند تسويه حساب كليك كنيد.,توزيع گرم جديد,Distribution/HotDistribution,0
540,3322,0,چگونه ميتوان در فرم توزيع گرم ،تسويه حساب هاي مرتبط با هر فاكتور را مشاهده نمود؟,از منوي عمودي وارد سيستم سفارش گيري و پخش شده و از فهرست توزيع گرم را انتخاب كنيد ، توزيع گرم مورد نظر را انتخاب كليك راست و ويرايش كنيد.در سربرگ اسناد فروش ،فاكتور مورد نظر را پيدا كنيد ، در ستون رسيد تسويه علامت ... را كليك كنيد، صفحه اي در اختيار شما قرار ميگيرد كه تسويه هاي طرف مقابل مرتبط با اين فاكتور را نمايش ميدهد.,توزيع گرم جديد,Distribution/HotDistribution,0
541,3323,0,چگونه ميتوان توزيع گرم را تكثير گرفت ؟,از منوي عمودي وارد سيستم سفارش گيري و پخش شده و از قسمت فهرست توزيع گرم را انتخاب كنيد ، توزيع گرم مورد نظر را انتخاب سپس كليك راست كرده و گزينه تكثير را انتخاب كنيد.,توزيع گرم جديد,Distribution/HotDistribution,0
